,text,bot_or_human
698," 2022
 15th - 16th October
 21:30Z
 GOES18 https://t.co/vutGRXyO2g",bot
699,"There's more to this story than meets the eye: on this day in 2008, a dentist known as Adam Hamilton gave up after a 17-hour game of hide &amp; seek.",bot
700," 2022
 15th - 16th October
 17:00Z
 GOES16 https://t.co/GKREoYCJ8s",bot
701,"On this day in 1982, an occupational therapy assistant called Fernando Nguyen completed 14 hand-stands in eight minutes.",bot
702,"#mimcrushmonday featuring her #mancrush @urisabat for a  round of blind couples questions (peep the Ithaca ) 
Let us know if you want more content like this  https://t.co/7RikdpAoxx",bot
703,"On this day a year ago, the guy from The Rolling Stones completed nine hand-stands in 23 minutes.",bot
704," 2022
 16th - 17th October
 12:00Z
 Meteosat-11 https://t.co/iWrkzDVVdd",bot
705,"On this day two years ago, the scientist Angel Alcala did the world's loudest recorded sneeze.",bot
706,sfft20160805 : f324e68a-5c68-484b-894a-8c8980fc36ba,bot
707,sfft20160805 : 3efa227b-a77d-44a8-b262-639a4475bc9b,bot
708," 2022
 16th - 17th October
 09:00Z
 Meteosat-8 https://t.co/F9RpLGO3T0",bot
709,"On this day a year ago, Jane Gurnett became the first former accountant to conquer Mount Everest. Jesus Christ!",bot
710,sfft20160805 : eabb97b1-a656-42a9-8a5c-458fc969b63f,bot
711,sfft20160805 : b4a7b6a6-6a8c-405a-a066-d68bda1154b6,bot
712,sfft20160805 : 6a13dab8-b8a6-4911-ace7-f943e2038aa3,bot
713,"Hahahaha after years, baekyeon still appears in my dreams ",bot
714,"Attention, Earth insects! Your backwards science cannot understand the potential of my positronic obliteration vortex cannon!",bot
715,"Attention, backwards Earth people! Each of my space battleships is armed with death beams!",bot
716,Your foolish science cannot comprehend the might of my intergalactic dreadnought's obliteration vortex!,bot
717,"Attention, backwards Earth creatures! In a matter of seconds your civilisation will be mine!",bot
718,Pathetic insects of Earth! My doom-dragon will reduce your pathetic world to nothing!,bot
719,Ran my portfolio on https://t.co/s4kFLHVAXB and below is outcome. #Dividend growth last 5 years @ 10.5 % with 77% positions flagged as safe. Enjoyed the platform a lot and wanted to THANK @Human_Action21 for his help - this is true #dividend #growth camaraderie in action https://t.co/hpKoblUUtg,bot
720,When its all red you think at least I have #dividends dripping:                            when its all green you think: damn its becoming expensive.                                 Is this how you become #dividend growth addict? https://t.co/lll9HBCOpj,bot
721,$TROW below $100 boys and girls https://t.co/16rWYo9jj0,bot
722,Been advertising Cosmic Force and SafuuX here at Amiga37 in Germany https://t.co/NNqM0CqhKx,bot
723,imagine.. check it out .. https://t.co/bN41REY3AD,bot
724,seems like heaven taking this to the heart https://t.co/gUYctahGM8,bot
725,Did You Say Such A Thing https://t.co/T2mBTGOfei https://t.co/5k5X1eqlSI,bot
726,out on the path walking around https://t.co/aAM8PRDXsj,bot
727,like in a dream from another world https://t.co/1Mj3Sabbm6,bot
728,Check out Vintage Rhinestone Necklace Clear Faceted Crystal Bib 17 inch Choker Chain 915a https://t.co/SPiRt8UHEv #eBay via @eBay,bot
729,Check out Vintage Sterling Silver Clip On Earrings Pendant Clear Crystal Green Stone 167r https://t.co/J5BuZSe4dG #eBay via @eBay,bot
730,Check out Vintage Sterling Silver Necklace Heart MOP Pendant Marcasites 18 inch Chain 764r https://t.co/tFJuOpCy42 #eBay via @eBay,bot
731,Check out Vintage Sterling Silver Necklace Drop Pendant Clear Crystal 16 inch Chain 946a https://t.co/0ybxk1AOW0 #eBay via @eBay,bot
732,Check out Vintage Rhinestone Tennis Bracelet 3 Row Orange Faceted Crystal 6.75 inch 360b https://t.co/XmGedVRD0z #eBay via @eBay,bot
733,Just posted a photo https://t.co/KekNu1sTh0,bot
734,Figured out my Halloween costume !,bot
735,"No but seriously, wassup with an album sir @6LACK ?",bot
736,Why you take away the rewind and fast forward feature on videos @Twitter ?!,bot
737,Nooooo not my nigga Hagrid,bot
738,2 people followed me // automatically checked by https://t.co/eY2dBkgy9W,bot
739,"Men on the internet were not kind to Amouranth prior to yesterday, so it should come as no surprise to any of us that literally nothing has changed. In these times, look to the helpers, ask yourself how you can be a force for good, and keep smashing that Mute button.",bot
740,Life is a highway!,bot
741,Andor continues to be the literal best Star Wars episodic content. It's really fantastic.,bot
742,Imagine actually being good at videogames,bot
743," RT @DaveBoyce: There is a dead dog on Dunbrack.  Called the City of #Halifax, they told me it's a provincial issue.  Called the Province of #NovaScotia, told me it's a SPCA issue.  Called @NSSPCA and no one answers the phone.",bot
744,"Seeking support? Take advantage of the benefits and opportunities the @halifaxchamber provides, and watch your local business thrive!

Learn more at https://t.co/e3rZ6tqT7w https://t.co/VMoUrJPucE",bot
745,"Happy to share our wins with the world. Swipe for details !

#awards #agencylife #agencyawards #actimedia #actimediaearth #actimediaprndigital #bestagency https://t.co/Idsxr6tHRm",bot
746,"""Look!"" Nancy said, ""It's the super tiny medallion!""",bot
747,It's up to Nancy Drew to solve the legend of the pink scroll!,bot
748,Nancy Drew and the message of the unexplainable newspaper,bot
749,Join Nancy Drew on her next adventure: the adamantium purse puzzle!,bot
750,"""Look!"" Nancy said, ""It's the watercolour computer!""",bot
751,one person followed me // automatically checked by https://t.co/Gg47z4cp79,bot
752,I personally do not like step siblings porn. But Clueless's romance plot is so fucken hot. I'M SORRY but that is the only exception,bot
753,I'm about to say something gross BUT HEAR ME OUT,bot
754,one person followed me // automatically checked by https://t.co/1psVZoqLqa,bot
755,I don't understand why anyone watches Andrea Mitchell. I do understand why everyone who watches complains. I chose not to support her with my little viewership rating.,bot
756,"Nancy Pelosi rejects poll on voters' priorities to MSNBC's Mitchell, defends 'spectacular' Biden record https://t.co/J7Sx4PY9Ah",bot
757,"Brittney Griner releases message on 32nd birthday, marking 8-month stay in Russian detention https://t.co/wSvwxPS3cz",bot
758,Father and son shoot at woman in parked car after reportedly believing her to be a burglar: police https://t.co/dVJ7Yaq9vB,bot
759,New York officials call for new restrictions on social media in report on Buffalo mass shooting https://t.co/9RugrOiVAx,bot
760,Democratic strategists admit midterm momentum faded for their party: 'I'm wishing the election were in August' https://t.co/80HodPM6fQ,bot
761,ZACH: It's nice to see him in sweet and dulcet tones.,bot
762,How to use Focus on your iPhone | Apple Support https://t.co/mswcmY4Nhb,bot
763,"RICHARD: One night I don I know, I want to.
LANE: I could go to psychiatrists.",bot
764,How to Know When Apple Arcade Is Dropping Games https://t.co/Z2J5FGkT6G,bot
765,"ZACH: No, and I were saying.",bot
766,Apple is Changing iPhone Updates FOREVER!!! https://t.co/bOmFoB9m9M,bot
767,"MISS PATTY: I swear I will pay back Taylor Doose, you know just how much I hate these pillows with a triple feature?",bot
768,How to Search Messages on Mac https://t.co/KlWj8h4TP7,bot
769,"MISS PATTY: Oh, when I have a charming home.",bot
770,How to use Emergency SOS via satellite on iPhone 14 | Apple Support https://t.co/JELh3juRXr,bot
771,you are an [objective definition] of a [vortex] https://t.co/RYPN8KzsqF,bot
772,"Foot Warrior
PHYS: 
MENT: 
SOC:   
SKILL: Proficient in Maces.
MISC: They get oddly defensive over the nearby Faucet Scoundrels's alliance.",bot
773,"At the edge of the Astronaut Ministry's territory,  a sign invites you to stop in and say hello at the Kitchen of Ovens.",bot
774,you are a [refined] [lady] https://t.co/Umm7e6V7MA,bot
775,The Cool Vuvuzela of Blazes. It confers a bonus to stealth.,bot
776,Beyond that plains is the Ministry Of The Burgundy Jumpsuit's country;  a member of the brotherhood is here. They are in argument with a trader and their cart of Eon Swede corms.,bot
777,"Bayonetta's original voice actress saw Platinum's final offer for the role as an ""insult."" https://t.co/FpeU71TT8q",bot
778,"Dramatic Labs wants more time to ""creative a truly immersive Star Trek experience."" https://t.co/axGE8aJf96",bot
779,You decide to make camp on the outskirts of the Instantaneous Monastery. Locals spurn it.,bot
780,"Elden Ring's latest patch buffed a quite frankly ludicrous amount of weapons, skills, and spells. https://t.co/18cOm6gy7T",bot
781,I am desperate for any clues about a future Elden Ring expansion. https://t.co/h8iMi1uRiA,bot
782,Magic: The Gathering has banned my beloved Meathook Massacre. https://t.co/TlPOifSfto https://t.co/LlHH7SmTPy,bot
783,A dra https://t.co/llRkzyixi0,bot
784,"Apple introduces next-generation iPad Pro, supercharged by the M2 chip - Apple https://t.co/NlmKgYL8Bp",bot
785,Apple unveils completely redesigned iPad in four vibrant colors - Apple https://t.co/UMsBN2oriI,bot
786,Teaming with Wix and introducing the Adobe Express Embed SDK https://t.co/KlDT5s27bf,bot
787,"#Muslims! Wheres the outrage? 

Likewise, he justified the demolition &amp; alterations to many mosques in Ningxia and #Xinjiang - home to a mostly Muslim population - by saying that religions here must be ""#Chinese in orientation"".

@OIC_OCI!? Hello?!
https://t.co/mW6RRsDc3M",bot
788,"I wonder whether the #Muslim-Majority states making those statements against the debate on #Chinas abuses against #Uyghurs, would be able to make those same statements when they meet they maker.",bot
789,"[DONGSTAGRAM] 10.14.22
#RISEwithSOL #TAEYANG #
#BIGBANG # https://t.co/ytpXmWtW5G https://t.co/JRo6w8Nc0Z",bot
790,Happy August!    https://t.co/9ZwY7aoLdt,bot
791,Have a good one!   https://t.co/SyYGBI54el,bot
792,"#China lies, spies, hides, horrifies, terrifies, terrorises, sterilises, and genocides.",bot
793,NO &gt;&gt; YES    https://t.co/LLRMokvrqh,bot
794,Have a Blessed Day!    https://t.co/bW90BXX2JO,bot
795,"We need to stop using phrases like Xis #China or China under #Xi. The human rights atrocities dont stem from Xi, they stem from the #Chinese state. Theyve always planned to Genocide, rape and plunder, the only difference now is, they can &amp; are committing #UyghurGenocide.",bot
796,"If #China isnt stopped, the havoc they wreak to those under their regime will one day reach our shores, and its not a matter of if, but when.",bot
797,Funny photoshop 100!   https://t.co/bPeINOU74k,bot
798,I've just watched episode S05 | E03 of Miraculous: Tales of Ladybug &amp; Cat Noir! #miraculous  https://t.co/xJ47FXxVHQ #tvtime https://t.co/lb8cqR8FBb,bot
799,Plans To Watch ROAD OF NARUTO (https://t.co/1LdgRjFAdk) #AniList #NARUTO20th,bot
800,"Adicionei ""Please Take My Brother Away"" em minha grade https://t.co/szE8HIRku5 #bancodeseries",bot
801,Aditi stay healthy and blessedBabe Ruth https://t.co/zDEf9OVilZ,bot
802,Believe in YOURSELFBabe Ruth https://t.co/xKVr2ebMGP,bot
803,I havent been to an Applebees in over 10 years,bot
804,Mornings starting to taste like ya estoy viejo ,bot
805,Bucket list items: a thread,bot
806,ayo these mfs fr need to be humbledAristotle https://t.co/XtwDLrGd5i,bot
807,Tired of being humbled I paid my duesAmelia Earhart https://t.co/DxRGUKp5uQ,bot
808,I put God before anything first so people who get in there feelings have a blessed day Jesus Saves Jesus HealsAmelia Earhart https://t.co/8VSxX1Ey8g,bot
809,Catch me rolling at pleasurekraft,bot
810,"In the old art, a page is a book with only blank pages where nothing happens.",bot
811,"In the old art, a book may be a bag of words it occurs in a concrete, real, physical space.",bot
812,"In the old art, a text is not a sequence of spaces wherein it has a particular function to fulfill.",bot
813,"In the old art, reading is an element of a structure, which is irrelevant to the book.",bot
814,Cant be mad at tacobell,bot
815,"In the old art, a text is identical with the preceding ones although very little.",bot
816,Im voting for As It Was for Favorite Music Video at the #AMAs,bot
817,Im voting for Harry's House for Favorite Pop Album at the #AMAs,bot
818,VOTING THREAD:,bot
819,Im voting for As It Was for Favorite Music Video at the #AMAs,bot
820,"KEEP VOTING 
#ARIASHARRYSTYLES https://t.co/sYOgOfzkh8",bot
821,"The Night We Called It a Day (film):
- Sydney, Australia
- Los Angeles
- Frank Sinatra
- Jilly Rizzo
- Barbara Marx
- Melbourne, Australia
- Bob Hawke",bot
822,"50 First Dates:
- Veterinarian
- Sea Life Park
- Oahu
- Marijuana
- Pacific Islander
- Androgyny
- African penguin
- Walrus
- United States Coast Guard
- Waffles
- North Shore 
- Pineapple
- Anterograde amnesia
- Lisp
- Steroid
- Meet cute
- The Beach Boys
(1/2)",bot
823,"House of Cards (1993 film):
- Suburb",bot
824,"The Astronaut's Wife:
- NASA
- Cardioversion
- VHS",bot
825,"Man on the Moon (film):
- Andy Kaufman
- Rhinestone
- Elvis impersonation
- George Shapiro
- Taxi 
- Sitcom
- Latka Gravas
- Tony Clifton
- Bob Zmuda
- Saturday Night Live
- Anti-humor
- The Great Gatsby
- Professional wrestling
- American Broadcasting Company
(1/2)",bot
826,The Weekly Hottest F1 News for 10/16/2022 - https://t.co/L25sGBrd5K,bot
827,The Daily Hottest F1 News for 10/15/2022 - https://t.co/7WcBJH3POd,bot
828,This shirt got me shadow banned on instagram fuck it  https://t.co/tE8JtbgTIo,bot
829,WORKIN ON NEXT #LYBB #FYBR RISING STAR SOUND CLOUD PLAYLIST ALL MUSICAICNS CONTACT US HERE https://t.co/4g8qb8Zr4Z,bot
830,A QUESTION IS A QUEST ,bot
831,Where did the one billion Alaskan snow crabs go???,bot
832,Ay bay bay today gonna be a great day! https://t.co/xKz6O09SYl,bot
833,The Daily Hottest F1 News for 10/14/2022 - https://t.co/zp1oZKYTkl,bot
834,The Daily Hottest F1 News for 10/13/2022 - https://t.co/aC09wL0TKk,bot
835,The Daily Hottest F1 News for 10/12/2022 - https://t.co/RoFUnAcdNE,bot
836,"""Handouts Don't Help"" signs will appear around Douglas County https://t.co/1mgIrk8uYw https://t.co/bDBxCOGM02",bot
837,Colorado Rockies manager Bud Black to return for 2023 season https://t.co/y5EUfBMfCe https://t.co/7eKr9xng3u,bot
838,Denver Water raises rates slightly for next year https://t.co/jUGghLNjM7 https://t.co/MLKQoOT1DR,bot
839,"Golden asks community to help with diversity, equity and inclusion https://t.co/qwSLGRsXhm https://t.co/eZPtGreA0A",bot
840,No students injured in school bus crash in Boulder County https://t.co/WUv8IqzhqZ https://t.co/KRIyNtNna8,bot
841,"






sobbing
weep weep
weep weep weep
weep weep weep
weep weep weep weep
weep weep weep weep",bot
842,"


Soo Soo Soo
Soo Soo Soo Soo",bot
843,Your status your depression problems posted on Snapchat can be used by your government to change your opinion about liberalism.,bot
844,Your search on Play Store is used by someone at Play Store to know what you like.,bot
845,Your philosophical thought on Instagram can be used by the state to know what you think about animal rights.,bot
846,Your purchase of a gift for your grandpa on Edge is used by Edge to know what you consume.,bot
847,Your search on Edge is used by Edge to know what you like.,bot
848,what do you mean you dont want to watch a furniture restoration video for the 34th time on YouTube today??,bot
